Time,Rainfall,MaxTemperature,Humidity,Cases
2021-w1,3.048,30.55555556,85.41428571,20
2021-w2,3.048,30,87.57142857,5
2021-w3,9.144,31.11111111,87.17142857,3
2021-w4,1.27,30.55555556,84.24285714,6
2021-w5,0,30,85.94285714,8
2021-w6,0,30.55555556,87.85714286,8
2021-w7,9.144,30,85.55714286,6
2021-w8,1.27,31.66666667,81.44285714,5
2021-w9,6.858,31.66666667,82.74285714,8
2021-w10,9.906,31.66666667,83.14285714,4
2021-w11,5.08,31.66666667,84.94285714,6
2021-w12,1.016,32.22222222,81.45714286,2
2021-w13,0,31.66666667,81.34285714,3
2021-w14,4.572,31.66666667,78.65714286,3
2021-w15,11.938,31.66666667,81.98571429,7
2021-w16,1.778,32.22222222,82.07142857,0
2021-w17,2.032,32.22222222,79.04285714,4
2021-w18,1.778,32.77777778,79.14285714,4
2021-w19,1.524,32.77777778,80.28571429,2
2021-w20,3.556,32.22222222,82.35714286,3
2021-w21,0,32.77777778,78.97142857,4
2021-w22,0,33.33333333,82.97142857,1
2021-w23,13.462,32.22222222,83.14285714,8
2021-w24,8.128,33.33333333,81.51428571,2
2021-w25,12.954,32.77777778,81.07142857,18
2021-w26,14.986,32.77777778,80.42857143,22
2021-w27,4.572,32.22222222,83.48571429,22
2021-w28,0,32.77777778,80.75714286,17
2021-w29,6.858,33.33333333,80.35714286,17
2021-w30,5.08,33.33333333,79.14285714,20
2021-w31,7.874,33.88888889,79.08571429,15
2021-w32,0.762,33.88888889,82.15714286,14
2021-w33,18.796,32.77777778,80.65714286,12
2021-w34,7.62,32.77777778,82.07142857,3
2021-w35,21.59,32.22222222,83.58571429,6
2021-w36,16.764,33.33333333,84.55714286,3
2021-w37,7.112,32.22222222,82.22857143,5
2021-w38,3.556,32.77777778,85.78571429,3
2021-w39,10.414,32.77777778,81.05714286,7
2021-w40,7.366,32.77777778,83.25714286,4
2021-w41,5.334,32.22222222,82.58571429,5
2021-w42,1.524,33.33333333,83.65714286,3
2021-w43,16.256,32.22222222,84.34285714,3
2021-w44,6.096,32.22222222,82.84285714,2
2021-w45,9.144,32.77777778,82.97142857,2
2021-w46,3.048,32.22222222,83.01428571,5
2021-w47,9.906,32.22222222,83.38571429,1
2021-w48,9.906,32.22222222,81.95714286,3
2021-w49,3.81,30.55555556,79.78571429,2
2021-w50,5.588,30.55555556,82.32857143,1
2021-w51,0,31.11111111,82.91428571,1
2021-w52,7.366,28.88888889,81.78571429,0
2022-w1,0,30,77.3,2
